,Team/Year,FT,2PT,3PT,FTagainst,2PTagainst,3Ptagainst
1159,2023 Evansville,17.0255383074612,53.0796194291437,29.8948422633951,17.0641447368421,48.0263157894737,34.9095394736842
1160,2023 FIU,16.5977011494253,55.264367816092,28.1379310344828,17.9611650485437,47.7493380406002,34.2894969108561
1161,2023 Fairfield,22.8971962616822,50.7788161993769,26.3239875389408,17.15,59.6,23.25
1162,2023 Fairleigh Dickinson,17.0805116629044,51.5425131677953,31.3769751693002,18.9497716894977,49.5433789954338,31.5068493150685
1163,2023 Florida,20.0340280731604,51.8928115695449,28.0731603572948,18.1978798586572,56.3604240282686,25.4416961130742
1164,2023 Florida A&M,19.7201017811705,49.7455470737914,30.5343511450382,22.4713242961418,51.40771637122,26.1209593326382
1165,2023 Florida Atlantic,16.4158207910396,46.4123206160308,37.1718585929296,17.3877214668315,52.3279769262464,30.2843016069221
1166,2023 Florida Gulf Coast,16.8735632183908,44.7816091954023,38.3448275862069,16.1499305876909,49.6992133271633,34.1508560851458
1167,2023 Florida St.,18.2965299684543,53.4474988733664,28.2559711581794,18.040180401804,46.1664616646166,35.7933579335793
1168,2023 Fordham,22.3063973063973,45.8754208754209,31.8181818181818,22.5459435230838,53.2496638278799,24.2043926490363
1169,2023 Fresno St.,16.0629921259843,51.6535433070866,32.2834645669291,19.2424242424242,47.5757575757576,33.1818181818182
1170,2023 Furman,18.8744257274119,45.8652373660031,35.260336906585,18.3014861995754,54.1825902335456,27.515923566879
1171,2023 Gardner Webb,17.638036809816,55.521472392638,26.840490797546,22.4004138644594,46.5597516813244,31.0398344542162
1172,2023 George Mason,18.8712522045855,49.3827160493827,31.7460317460317,19.1891891891892,54.0540540540541,26.7567567567568
1173,2023 George Washington,19.5246179966044,52.7164685908319,27.7589134125637,15.8531497705465,50.479766374635,33.6670838548185
1174,2023 Georgetown,18.1573033707865,56.8988764044944,24.9438202247191,14.24,48.8,36.96
1175,2023 Georgia,23.8030095759234,46.7852257181943,29.4117647058824,16.7321974661424,53.91000436872,29.3577981651376
1176,2023 Georgia Southern,16.8489065606362,55.2683896620278,27.882703777336,19.7657393850659,50.6588579795022,29.5754026354319
1177,2023 Georgia St.,20.9659714599341,55.9824368825467,23.0515916575192,20.1913393756294,50.6545820745216,29.1540785498489
1178,2023 Georgia Tech,14.4199154532644,51.1977454203852,34.3823391263504,18.0505415162455,55.14440433213,26.8050541516245
1179,2023 Gonzaga,17.0524942940985,56.537332898598,26.4101728073036,15.6378600823045,50.579872802095,33.7822671156004
1180,2023 Grambling St.,20.9268991877688,55.9961777353082,23.0769230769231,23.3759590792839,45.9335038363171,30.690537084399
1181,2023 Grand Canyon,19.9664429530201,45.3020134228188,34.7315436241611,19.6929824561403,53.5964912280702,26.7105263157895
1182,2023 Green Bay,19.3888303477345,46.1538461538462,34.4573234984194,17.9403351042092,54.8426644871271,27.2170004086637
1183,2023 Hampton,19.6275071633238,48.9971346704871,31.3753581661891,18.5460553490293,49.9793473771169,31.4745972738538
1184,2023 Hartford,14.2761394101877,50.9383378016086,34.7855227882038,15.0187065740246,51.6301443078568,33.3511491181187
1185,2023 Harvard,17.6271186440678,54.9152542372881,27.4576271186441,16.1290322580645,52.4193548387097,31.4516129032258
1186,2023 Hawaii,20.5260685767966,49.6007515265383,29.8731798966651,18.5483870967742,60.2822580645161,21.1693548387097
1187,2023 High Point,19.4959581550166,49.8335710889206,30.6704707560628,18.9008042895442,51.2064343163539,29.8927613941019
1188,2023 Hofstra,12.3265953230281,53.4284581847008,34.2449464922711,15.8611599297012,53.9543057996485,30.1845342706503
1189,2023 Holy Cross,14.161554192229,55.9304703476483,29.9079754601227,15.2828467153285,56.9343065693431,27.7828467153285
1190,2023 Houston,16.8231046931408,52.4187725631769,30.7581227436823,22.3894637817498,44.590780809031,33.0197554092192
1191,2023 Houston Christian,22.3144306131858,44.3522360534809,33.3333333333333,16.9505271695053,56.0421735604217,27.007299270073
1192,2023 Howard,18.1276595744681,49.9574468085106,31.9148936170213,18.8325521942906,51.3847464848743,29.7827013208351
1193,2023 IUPUI,18.3631713554987,60.460358056266,21.1764705882353,20.0169635284139,48.1764206955047,31.8066157760814
1194,2023 Idaho,20.9770114942529,52.5862068965517,26.4367816091954,17.5548589341693,53.8289296909987,28.6162113748321
1195,2023 Idaho St.,17.2749391727494,50.316301703163,32.4087591240876,21.497919556172,53.5367545076283,24.9653259361997
1196,2023 Illinois,18.4747145187602,50.815660685155,30.7096247960848,18.5469314079422,54.7833935018051,26.6696750902527
1197,2023 Illinois Chicago,18.7227866473149,45.2830188679245,35.9941944847605,18.8948306595365,53.030303030303,28.0748663101604
1198,2023 Illinois St.,19.7931358721204,47.4847202632816,32.722143864598,18.6252771618625,51.4412416851441,29.9334811529933
1199,2023 Incarnate Word,20.4391008886566,52.2739153162572,27.2869837950863,17.73656680932,54.303376129339,27.9600570613409
1200,2023 Indiana,16.3608562691131,60.7033639143731,22.9357798165138,18.1780366056572,49.0016638935108,32.8202995008319
1201,2023 Indiana St.,17.6727272727273,46.3272727272727,36.0,18.7371873718737,52.4805248052481,28.7822878228782
1202,2023 Iona,17.0300751879699,55.1127819548872,27.8571428571429,19.0683500217675,53.8963865912059,27.0352633870266
1203,2023 Iowa,18.7358062074186,51.1733535200606,30.0908402725208,14.2857142857143,57.224025974026,28.4902597402597
1204,2023 Iowa St.,15.7776781712237,55.8493948901838,28.3729269385926,22.8834059022738,40.5418480890179,36.5747460087083
1205,2023 Jackson St.,18.9516129032258,52.9569892473118,28.0913978494624,19.0613421160972,48.8266776451214,32.1119802387814
1206,2023 Jacksonville,14.8078134845621,51.9218651543793,33.2703213610586,16.5279429250892,43.5196195005945,39.9524375743163
1207,2023 Jacksonville St.,18.0851063829787,43.936170212766,37.9787234042553,17.4022066198596,42.1263791374122,40.4714142427282
1208,2023 James Madison,20.910261914985,49.720910261915,29.3688278231,17.8588346755092,52.865940312648,29.2752250118427
1209,2023 Kansas,16.9429097605893,55.3222836095764,27.7348066298343,19.3469387755102,52.4897959183673,28.1632653061224
1210,2023 Kansas St.,20.4959883296864,51.2764405543399,28.2275711159737,20.8349900596421,51.1332007952286,28.0318091451292
1211,2023 Kennesaw St.,18.4020399490013,49.468763280918,32.1291967700807,20.0176366843034,48.5008818342152,31.4814814814815
1212,2023 Kent St.,18.3246073298429,50.9867096254531,30.688683044704,22.5615314494075,46.9462169553327,30.4922515952598
1213,2023 Kentucky,18.2069510268562,56.5560821484992,25.2369668246446,18.6117136659436,52.4945770065076,28.8937093275488
1214,2023 LIU,18.796992481203,60.3817235396183,20.8212839791787,16.5988240615106,53.5504296698327,29.8507462686567
1215,2023 LSU,20.4392649036307,47.4226804123711,32.1380546839982,17.4378748928877,48.5004284490146,34.0616966580977
1216,2023 La Salle,16.849199663016,51.8112889637742,31.3395113732098,17.5040518638574,53.322528363047,29.1734197730956
1217,2023 Lafayette,13.5849056603774,44.2452830188679,42.1698113207547,16.8010752688172,48.6559139784946,34.5430107526882
1218,2023 Lamar,19.3844492440605,55.8315334773218,24.7840172786177,16.3764705882353,48.1882352941176,35.4352941176471
1219,2023 Lehigh,18.9700472937467,52.3384130320547,28.6915396741986,16.2474849094567,55.2313883299799,28.5211267605634
1220,2023 Liberty,14.4824707846411,44.5742904841402,40.9432387312187,17.1122994652406,51.5313563441906,31.3563441905688
1221,2023 Lindenwood,17.491075981642,49.7705252422234,32.7383987761346,17.0444242973708,48.4134179510426,34.5421577515866
1222,2023 Lipscomb,14.3685854529228,53.1012940651495,32.5301204819277,14.8692060578247,51.1243689765948,34.0064249655805
1223,2023 Little Rock,19.2853870819972,56.8025652771415,23.9120476408612,18.023008095441,48.4874307626758,33.4895611418833
1224,2023 Long Beach St.,19.3768672641912,62.8254374733248,17.797695262484,18.0579216354344,48.4667802385009,33.4752981260647
1225,2023 Longwood,19.3048379520902,49.9765147956787,30.7186472522311,19.1863385233551,46.3083877448518,34.5052737317931
1226,2023 Louisiana,19.0353143841516,54.349698535745,26.6149870801034,19.1352345906164,55.1977920883165,25.6669733210672
1227,2023 Louisiana Monroe,19.0217391304348,46.4130434782609,34.5652173913044,16.923818707811,49.6624879459981,33.4136933461909
1228,2023 Louisiana Tech,16.7141500474834,48.5280151946819,34.7578347578348,19.8611111111111,43.3333333333333,36.8055555555556
1229,2023 Louisville,20.2346041055718,50.4398826979472,29.3255131964809,16.9484536082474,50.8865979381443,32.1649484536082
1230,2023 Loyola Chicago,16.9937769267592,51.4121589277166,31.5940641455242,21.6288384512684,48.5981308411215,29.7730307076101
1231,2023 Loyola MD,15.0832517140059,50.5386875612145,34.3780607247796,15.9550561797753,53.0337078651685,31.0112359550562
1232,2023 Loyola Marymount,16.6368515205724,46.3327370304115,37.0304114490161,19.7202166064982,53.8808664259928,26.398916967509
1233,2023 Maine,13.9709833422891,55.8839333691564,30.1450832885545,16.1192521475493,53.8655886811521,30.0151591712986
1234,2023 Manhattan,17.4093264248705,52.7461139896373,29.8445595854922,17.3178967679691,50.5547515677762,32.1273516642547
1235,2023 Marist,17.39336492891,46.6350710900474,35.9715639810427,17.5374829622899,48.5233984552476,33.9391185824625
1236,2023 Marquette,14.7759103641457,51.4005602240896,33.8235294117647,16.7193675889328,51.3833992094862,31.897233201581
1237,2023 Marshall,14.7794994040524,55.0655542312277,30.1549463647199,15.8061594202899,55.5253623188406,28.6684782608696
1238,2023 Maryland,19.7950819672131,51.5573770491803,28.6475409836066,17.8667866786679,55.5355535553555,26.5976597659766
1239,2023 Maryland Eastern Shore,19.1004997223765,48.0843975569128,32.8151027207107,19.5266272189349,51.4254975793437,29.0478752017214
1240,2023 Massachusetts,19.9260286638927,54.8312528895053,25.2427184466019,18.6991869918699,48.509485094851,32.7913279132791
1241,2023 McNeese St.,16.6369313113292,50.3122212310437,33.0508474576271,18.5185185185185,47.5507765830346,33.9307048984468
1242,2023 Memphis,19.9784017278618,56.8034557235421,23.2181425485961,21.3773885350318,45.3025477707006,33.3200636942675
1243,2023 Mercer,16.780487804878,57.7560975609756,25.4634146341463,21.1031175059952,51.7026378896882,27.1942446043165
1244,2023 Merrimack,19.7275479313824,45.0050454086781,35.2674066599395,16.357421875,56.25,27.392578125
1245,2023 Miami FL,18.1538461538462,53.3333333333333,28.5128205128205,14.8064637354378,53.0627583615182,32.130777903044
1246,2023 Miami OH,19.6658711217184,48.9737470167064,31.3603818615752,20.2141900937082,51.4056224899598,28.380187416332
1247,2023 Michigan,17.5220529270249,51.0825982357658,31.3953488372093,15.8005914659907,55.9357836924377,28.2636248415716
1248,2023 Michigan St.,16.632102861883,52.0116134384073,31.3562836997097,17.150281507146,51.0177566045907,31.8319618882633
1249,2023 Middle Tennessee,16.4434180138568,53.7644341801386,29.7921478060046,20.2057998129093,51.1693171188026,28.6248830682881
1250,2023 Milwaukee,18.6995325116872,50.3187420314492,30.9817254568636,18.3157894736842,48.3368421052632,33.3473684210526
1251,2023 Minnesota,16.2647511544382,54.1816316059518,29.5536172396101,14.8047229791099,56.8574023614896,28.3378746594005
1252,2023 Mississippi,17.6021553659632,55.0516389762012,27.3462056578357,18.5607722685388,52.7424308907416,28.6967968407196
1253,2023 Mississippi St.,18.9794091316025,57.1172784243509,23.9033124440466,17.607332368548,45.9237819585142,36.4688856729378
1254,2023 Mississippi Valley St.,21.7613927291347,53.3538146441372,24.8847926267281,20.3595317725753,47.9096989966555,31.7307692307692
1255,2023 Missouri,16.6908037653874,48.0086893555395,35.3005068790731,19.7004608294931,44.7004608294931,35.5990783410138
1256,2023 Missouri St.,14.5337301587302,49.3055555555556,36.1607142857143,18.1864235055724,50.0506585612969,31.7629179331307
1257,2023 Monmouth,20.1375245579568,60.1178781925344,19.7445972495088,20.397404703974,42.2546634225466,37.3479318734793
1258,2023 Montana,17.6103646833013,48.2725527831094,34.1170825335893,22.249151720795,51.8662142510906,25.8846340281144
1259,2023 Montana St.,24.6364414029085,51.7536355859709,23.6099230111206,20.6849932401983,51.194231635872,28.1207751239297
1260,2023 Morehead St.,20.4934541792548,46.4249748237664,33.0815709969789,17.0493404982902,57.743038593063,25.2076209086468
1261,2023 Morgan St.,18.0805938494168,54.0827147401909,27.8366914103924,21.9272369714848,53.5889872173058,24.4837758112094
1262,2023 Mount St. Mary's,16.4135227829495,52.1313081822636,31.4551690347869,17.7552897884085,51.6099356025759,30.6347746090156
1263,2023 Murray St.,20.0554528650647,53.8817005545286,26.0628465804067,14.5648312611012,50.7992895204263,34.6358792184725
1264,2023 N.C. State,15.0586454786228,53.0457813091184,31.8955732122588,20.141196013289,54.3189368770764,25.5398671096346
1265,2023 NJIT,16.4852255054432,53.8102643856921,29.7045101088647,15.2510558423275,52.3697794462694,32.3791647114031
1266,2023 Navy,13.9873725109276,52.6469159786304,33.365711510442,16.2327718223583,51.4548238897397,32.312404287902
1267,2023 Nebraska,14.8505747126437,55.632183908046,29.5172413793103,13.1932021466905,48.0322003577818,38.7745974955277
1268,2023 Nebraska Omaha,19.2528735632184,56.0344827586207,24.7126436781609,19.061707523246,46.8300929839391,34.1081994928149
1269,2023 Nevada,23.444976076555,47.3249238799478,29.2301000434972,19.0018315018315,47.0695970695971,33.9285714285714
1270,2023 New Hampshire,18.2421227197347,45.1077943615257,36.6500829187396,17.7088807146611,56.7524960588544,25.5386232264845
1271,2023 New Mexico,21.5338118624858,57.2723838307518,21.1938043067624,16.5718927701056,51.2591389114541,32.1689683184403
1272,2023 New Mexico St.,19.1176470588235,50.0,30.8823529411765,19.9367088607595,42.6582278481013,37.4050632911392
1273,2023 New Orleans,19.672131147541,55.1912568306011,25.1366120218579,21.5237302248127,49.8751040799334,28.601165695254
1274,2023 Niagara,17.6623376623377,53.8181818181818,28.5194805194805,19.6885986941236,53.9427423405324,26.368658965344
1275,2023 Nicholls St.,14.9718957588145,54.6755237608585,30.352580480327,25.0980392156863,45.4901960784314,29.4117647058824
1276,2023 Norfolk St.,22.2170032879286,52.1371535932363,25.6458431188351,19.9511002444988,40.880195599022,39.1687041564792
1277,2023 North Alabama,17.3085846867749,52.3433874709977,30.3480278422274,17.9006968641115,49.5644599303136,32.5348432055749
1278,2023 North Carolina,21.7979315831344,50.2784407319014,27.9236276849642,16.025641025641,56.6666666666667,27.3076923076923
1279,2023 North Carolina A&T,17.8047546788063,48.0526049570056,34.1426403641882,17.3734610123119,50.8891928864569,31.7373461012312
1280,2023 North Carolina Central,19.2640692640693,51.8398268398268,28.8961038961039,20.056657223796,52.2379603399433,27.7053824362606
1281,2023 North Dakota,15.623572407492,46.4138876199178,37.9625399725902,16.3589523400601,56.8484328037784,26.7926148561614
1282,2023 North Dakota St.,18.2144459398834,51.2337371018394,30.5518169582773,16.8329718004338,53.1019522776573,30.0650759219089
1283,2023 North Florida,16.0977859778598,42.8044280442804,41.0977859778598,14.1048034934498,60.3493449781659,25.5458515283843
1284,2023 North Texas,18.8118811881188,45.8028411536806,35.3852776582006,23.7179487179487,49.2110453648915,27.0710059171598
1285,2023 Northeastern,16.5390505359877,51.1485451761103,32.312404287902,18.4186046511628,56.4651162790698,25.1162790697674
1286,2023 Northern Arizona,16.8337510442774,49.4569757727652,33.7092731829574,20.6361829025845,49.065606361829,30.2982107355865
1287,2023 Northern Colorado,18.32895888014,47.9440069991251,33.7270341207349,17.8008298755187,56.1825726141079,26.0165975103734
1288,2023 Northern Illinois,17.5751879699248,51.9736842105263,30.4511278195489,19.6881959910913,52.1158129175947,28.195991091314
1289,2023 Northern Iowa,17.4848059841047,50.958391771856,31.5568022440393,15.2124257651896,44.7693010507081,40.0182731841023
1290,2023 Northern Kentucky,16.2579473206176,47.7747502270663,35.9673024523161,17.3383317713215,48.6410496719775,34.020618556701
1291,2023 Northwestern,19.1923577941815,47.0690403821103,33.7386018237082,18.2286785379569,45.9231490159325,35.8481724461106
1292,2023 Northwestern St.,15.6040268456376,50.6711409395973,33.7248322147651,22.1212121212121,52.5541125541126,25.3246753246753
1293,2023 Notre Dame,14.5936237090256,47.4180511899416,37.9883251010328,15.9514521022974,54.0095361941916,30.0390117035111
