,Team/Year,FT,2PT,3PT,FTagainst,2PTagainst,3Ptagainst
7767,2002 Louisiana Lafayette,21.4044,58.9831,19.6126,22.9574,52.5313,24.5113
7768,2002 Louisiana Monroe,18.7213,57.1297,24.149,19.0843,54.1251,26.7906
7769,2002 Louisiana Tech,23.8979,54.942,21.1601,22.028,49.0509,28.9211
7770,2002 Louisville,19.0868,48.7042,32.209,22.5567,53.4904,23.9529
7771,2002 Loyola Chicago,22.7189,56.9585,20.3226,23.4012,48.3183,28.2804
7772,2002 Loyola Marymount,23.8938,54.5549,21.5513,21.1566,51.0578,27.7856
7773,2002 Loyola MD,26.4403,50.091,23.4688,19.1109,56.8217,24.0675
7774,2002 LSU,18.1416,55.5752,26.2832,16.3198,52.6017,31.0785
7775,2002 Maine,21.0168,52.7254,26.2579,14.5145,55.4555,30.03
7776,2002 Manhattan,24.8621,55.6985,19.4393,28.2038,47.5553,24.2409
7777,2002 Marist,22.5108,47.619,29.8701,21.5572,53.4958,24.947
7778,2002 Marquette,20.6382,57.8533,21.5085,19.3114,50.0,30.6886
7779,2002 Marshall,18.7938,47.6858,33.5203,18.3461,53.5924,28.0615
7780,2002 Maryland,22.1242,56.6013,21.2745,19.0047,54.3103,26.685
7781,2002 Maryland Eastern Shore,19.5812,47.7487,32.6702,25.0596,56.5031,18.4374
7782,2002 Massachusetts,16.4611,50.7239,32.815,25.1832,48.9005,25.9162
7783,2002 McNeese St.,21.1023,54.0218,24.8759,21.3634,53.6769,24.9597
7784,2002 Memphis,21.4465,59.4343,19.1192,23.0293,55.3033,21.6674
7785,2002 Mercer,18.3684,57.8066,23.825,18.4404,48.8073,32.7523
7786,2002 Miami FL,21.8372,48.6013,29.5616,20.4082,50.6494,28.9425
7787,2002 Miami OH,21.1005,56.3352,22.5644,21.6715,47.7162,30.6122
7788,2002 Michigan,19.6822,51.8708,28.447,17.7388,53.6062,28.655
7789,2002 Michigan St.,20.5581,54.3256,25.1163,20.4752,48.4328,31.092
7790,2002 Middle Tennessee,16.2103,52.2453,31.5444,17.3107,53.1498,29.5394
7791,2002 Milwaukee,15.7895,47.678,36.5325,19.8159,54.6833,25.5008
7792,2002 Minnesota,18.927,54.6781,26.3948,23.5704,43.5146,32.9149
7793,2002 Mississippi,22.7167,45.1553,32.128,22.2222,54.9871,22.7907
7794,2002 Mississippi St.,19.5198,58.172,22.3083,17.6521,54.8415,27.5064
7795,2002 Mississippi Valley St.,15.2992,50.3861,34.3147,19.2326,52.4099,28.3575
7796,2002 Missouri,16.9969,49.0094,33.9937,19.7318,57.6245,22.6437
7797,2002 Monmouth,18.4698,55.0682,26.462,21.2433,45.7171,33.0396
7798,2002 Montana,22.2652,49.274,28.4608,21.8428,47.4275,30.7297
7799,2002 Montana St.,21.4692,46.2494,32.2814,14.8488,59.0713,26.0799
7800,2002 Morehead St.,21.4213,56.9543,21.6244,16.6157,53.7207,29.6636
7801,2002 Morgan St.,19.6175,59.235,21.1475,23.8404,53.6178,22.5417
7802,2002 Morris Brown,21.5724,54.0611,24.3665,20.5647,51.2,28.2353
7803,2002 Mount St. Mary's,22.2561,51.5854,26.1585,19.2383,56.7383,24.0234
7804,2002 Murray St.,17.5271,57.3536,25.1193,22.3708,52.4955,25.1337
7805,2002 Navy,24.9002,49.8004,25.2994,26.8188,47.3609,25.8203
7806,2002 Nebraska,19.1914,39.8158,40.9928,17.9293,49.798,32.2727
7807,2002 Nevada,29.2235,53.5529,17.2235,23.9162,53.9304,22.1534
7808,2002 New Hampshire,25.8836,40.0218,34.0946,19.4008,49.8035,30.7957
7809,2002 New Mexico,21.4869,54.0345,24.4787,21.894,53.0708,25.0352
7810,2002 New Mexico St.,20.7957,55.3345,23.8698,19.6667,56.7619,23.5714
7811,2002 New Orleans,25.6896,54.1915,20.119,17.7859,53.0955,29.1186
7812,2002 Niagara,23.0477,49.9789,26.9734,23.3505,55.1842,21.4653
7813,2002 Nicholls St.,18.0339,52.474,29.4922,18.5798,56.6148,24.8054
7814,2002 Norfolk St.,19.2789,55.7837,24.9374,20.4628,54.3557,25.1815
7815,2002 North Carolina,19.5846,48.9614,31.454,17.4819,53.1703,29.3478
7816,2002 North Carolina A&T,23.4873,51.9252,24.5875,22.2391,50.8612,26.8997
7817,2002 North Carolina St.,21.8713,45.614,32.5146,23.3073,54.6875,22.0052
7818,2002 North Texas,24.5665,51.1561,24.2775,21.51,55.8405,22.6496
7819,2002 Northeastern,16.6415,52.2876,31.0709,24.9643,52.7817,22.2539
7820,2002 Northern Arizona,22.5547,57.7675,19.6778,20.5602,51.8768,27.563
7821,2002 Northern Illinois,19.7514,55.2486,25.0,26.58,49.2156,24.2044
7822,2002 Northern Iowa,21.4494,46.8872,31.6634,19.169,54.4854,26.3456
7823,2002 Northwestern,18.9705,44.7658,36.2637,16.793,51.895,31.312
7824,2002 Northwestern St.,22.4641,51.1348,26.4011,23.2527,53.5385,23.2088
7825,2002 Notre Dame,19.0571,52.8965,28.0463,16.5605,54.7771,28.6624
7826,2002 Oakland,21.4549,48.9871,29.558,19.9348,52.8179,27.2473
7827,2002 Ohio,21.5779,54.4677,23.9544,20.6554,47.4677,31.8769
7828,2002 Ohio St.,22.735,55.0381,22.2269,20.5486,52.743,26.7084
7829,2002 Oklahoma,19.5582,55.2191,25.2227,24.3661,53.7172,21.9166
7830,2002 Oklahoma St.,19.8866,58.2643,21.8491,18.439,56.0976,25.4634
7831,2002 Old Dominion,20.7499,51.3611,27.8891,24.715,49.6373,25.6477
7832,2002 Oral Roberts,22.9458,48.8636,28.1906,23.9276,57.1973,18.8751
7833,2002 Oregon,22.2032,47.2118,30.585,18.755,58.4739,22.7711
7834,2002 Oregon St.,20.8671,47.7457,31.3873,17.3865,55.371,27.2425
7835,2002 Pacific,22.5823,44.856,32.5617,21.3582,49.069,29.5728
7836,2002 Penn,19.0436,46.883,34.0734,18.9308,51.4958,29.5733
7837,2002 Penn St.,18.9083,45.1322,35.9595,23.4598,56.2839,20.2563
7838,2002 Pepperdine,19.0417,52.9533,28.005,23.9399,46.9081,29.1519
7839,2002 Pittsburgh,17.9447,55.9684,26.087,19.7843,54.7586,25.4571
7840,2002 Portland,22.7484,43.5469,33.7047,23.2558,50.5814,26.1628
7841,2002 Portland St.,17.8152,47.5753,34.6095,20.7732,47.2287,31.9981
7842,2002 Prairie View A&M,20.6247,54.239,25.1363,18.9155,51.198,29.8865
7843,2002 Princeton,18.5509,41.3492,40.0999,23.3249,49.1783,27.4968
7844,2002 Providence,21.7804,48.5314,29.6882,24.2831,53.9315,21.7854
7845,2002 Purdue,21.9501,46.8934,31.1565,17.1558,56.4334,26.4108
7846,2002 Quinnipiac,18.6076,56.7089,24.6835,22.683,55.6073,21.7097
7847,2002 Radford,21.1348,51.0638,27.8014,21.1943,53.255,25.5507
7848,2002 Rhode Island,21.4327,51.5309,27.0364,18.8632,48.6922,32.4447
7849,2002 Rice,22.4436,53.4872,24.0692,24.5571,49.9016,25.5413
7850,2002 Richmond,19.2478,43.7168,37.0354,16.3579,52.3272,31.315
7851,2002 Rider,18.7468,50.6316,30.6215,21.6712,52.2911,26.0377
7852,2002 Robert Morris,19.027,50.4817,30.4913,20.2873,50.3591,29.3537
7853,2002 Rutgers,20.0763,54.4588,25.4649,22.3742,53.7372,23.8886
7854,2002 Sacramento St.,21.9447,52.3911,25.6642,22.9862,50.4912,26.5226
7855,2002 Sacred Heart,18.5009,61.0057,20.4934,23.3853,56.0356,20.5791
7856,2002 Saint Joseph's,18.4668,50.6565,30.8767,18.113,51.7134,30.1736
7857,2002 Saint Louis,19.6419,54.4246,25.9335,22.8468,57.0397,20.1135
7858,2002 Saint Mary's,23.5821,56.0,20.4179,28.4459,53.9264,17.6277
7859,2002 Saint Peter's,19.2982,60.9649,19.7368,19.6601,53.4681,26.8718
7860,2002 Sam Houston St.,23.3493,49.6651,26.9856,23.5122,53.9512,22.5366
7861,2002 Samford,15.8405,41.5954,42.5641,16.0755,56.6362,27.2883
7862,2002 San Diego,24.2199,54.6805,21.0996,22.7718,50.4894,26.7388
7863,2002 San Diego St.,20.4497,61.3492,18.2011,23.972,51.6185,24.4094
7864,2002 San Francisco,21.6544,53.53,24.8156,23.4164,53.6864,22.8972
7865,2002 San Jose St.,21.4165,50.9275,27.656,20.2309,53.1124,26.6566
7866,2002 Santa Clara,22.3897,44.4444,33.1658,18.1061,48.8033,33.0905
7867,2002 Savannah St.,16.7382,53.2189,30.0429,20.8993,52.4272,26.6735
7868,2002 Seton Hall,18.4223,46.7418,34.8359,21.6295,55.6741,22.6964
7869,2002 Siena,22.2884,47.9142,29.7974,23.8517,45.2055,30.9428
7870,2002 SMU,24.0838,52.6416,23.2746,17.4018,49.1517,33.4464
7871,2002 South Alabama,17.2869,52.1008,30.6122,28.255,53.9168,17.8282
7872,2002 South Carolina,18.2634,51.0395,30.6971,17.8539,59.4229,22.7232
7873,2002 South Carolina St.,23.95,60.0,16.05,21.819,50.6126,27.5683
7874,2002 South Florida,18.3698,55.9611,25.6691,20.059,50.9903,28.9507
7875,2002 Southeast Missouri St.,21.3159,51.1147,27.5693,18.6275,56.3725,25.0
7876,2002 Southeastern Louisiana,21.1829,51.1692,27.6479,25.1676,50.7008,24.1316
7877,2002 Southern,14.7692,50.4615,34.7692,19.6908,53.8427,26.4666
7878,2002 Southern Illinois,20.0589,55.6496,24.2915,24.4948,50.1443,25.3608
7879,2002 Southern Miss,22.0844,55.9553,21.9603,21.6686,50.8691,27.4623
7880,2002 Southern Utah,17.4404,47.9297,34.6299,23.4627,41.0746,35.4627
7881,2002 Southwest Missouri St.,21.6145,51.7865,26.599,20.7971,48.0073,31.1956
7882,2002 Southwest Texas St.,22.9177,45.7345,31.3478,24.1515,51.9429,23.9056
7883,2002 St. Bonaventure,21.2748,39.7351,38.9901,15.158,55.5081,29.3339
7884,2002 St. Francis NY,21.1861,53.2875,25.5264,23.3703,59.0687,17.561
7885,2002 St. Francis PA,21.6804,54.1716,24.1481,16.1102,57.6577,26.2321
7886,2002 St. John's,24.1333,57.3333,18.5333,24.2961,51.5895,24.1144
7887,2002 Stanford,23.5124,50.8264,25.6612,21.3761,52.7523,25.8716
7888,2002 Stephen F. Austin,20.6452,58.0645,21.2903,23.195,56.1683,20.6367
7889,2002 Stetson,20.4319,57.8073,21.7608,18.5407,56.8716,24.5877
7890,2002 Stony Brook,20.9971,58.4164,20.5865,19.4877,55.9518,24.5605
7891,2002 Syracuse,16.2121,58.7783,25.0096,22.7121,47.3378,29.9501
7892,2002 TCU,21.3295,52.6101,26.0604,18.0294,56.0916,25.879
7893,2002 Temple,16.7086,45.7599,37.5315,16.7909,40.3332,42.8759
7894,2002 Tennessee,19.7766,53.141,27.0824,18.8697,49.0425,32.0878
7895,2002 Tennessee Martin,22.3467,58.1333,19.52,22.8485,53.4474,23.7041
7896,2002 Tennessee St.,17.7177,53.1532,29.1291,24.4696,52.0509,23.4795
7897,2002 Tennessee Tech,22.7482,47.3398,29.912,16.2639,51.3941,32.342
7898,2002 Texas,21.0388,56.3794,22.5819,18.6018,52.2298,29.1683
7899,2002 Texas A&M,18.8669,54.158,26.9751,22.2322,54.2754,23.4923
7900,2002 Texas A&M Corpus Chris,24.3187,54.9266,20.7547,20.201,52.0603,27.7387
7901,2002 Texas Pan American,21.2594,51.9899,26.7506,20.4888,52.8341,26.6771
7902,2002 Texas Southern,21.2667,49.5366,29.1967,16.5829,53.5404,29.8767
7903,2002 Texas Tech,20.6951,62.0063,17.2986,14.7469,59.3368,25.9162
7904,2002 The Citadel,24.5585,46.468,28.9735,26.7534,48.9819,24.2647
7905,2002 Toledo,21.3645,50.996,27.6394,24.5127,53.9961,21.4912
7906,2002 Towson,18.7721,64.5809,16.647,17.3475,56.4801,26.1725
7907,2002 Troy St.,16.3585,46.9417,36.6999,16.9056,44.3895,38.7049
7908,2002 Tulane,17.987,62.581,19.432,17.7714,57.7329,24.4957
7909,2002 Tulsa,20.2047,51.4784,28.3169,18.9024,54.7038,26.3937
7910,2002 UAB,20.2844,50.7109,29.0047,21.1614,51.0827,27.7559
7911,2002 UC Irvine,21.575,54.52,23.9049,21.9307,50.5941,27.4752
7912,2002 UC Riverside,18.7928,53.3914,27.8158,20.6663,53.7549,25.5788
7913,2002 UC Santa Barbara,23.1762,47.3449,29.4789,23.1727,44.5046,32.3227
7914,2002 UCF,18.637,54.5202,26.8428,21.3718,47.3161,31.3121
7915,2002 UCLA,18.1341,54.8465,27.0194,16.8891,47.206,35.9049
7916,2002 UMBC,22.5701,59.3458,18.0841,19.6858,56.161,24.1532
7917,2002 UMKC,19.564,50.4192,30.0168,20.3672,41.7671,37.8657
7918,2002 UNC Asheville,23.1111,56.2222,20.6667,19.7796,52.361,27.8594
7919,2002 UNC Greensboro,23.4138,51.3852,25.2011,19.0386,55.2309,25.7304
7920,2002 UNC Wilmington,20.1339,50.2679,29.5982,20.8948,51.2291,27.8761
7921,2002 UNLV,23.6727,55.489,20.8383,20.2484,57.6398,22.1118
7922,2002 USC,19.0457,56.7763,24.178,21.595,48.2975,30.1075
7923,2002 UT Arlington,22.955,57.2597,19.7853,23.0058,47.6654,29.3288
7924,2002 Utah,20.7337,43.7002,35.5662,22.9878,56.1668,20.8454
7925,2002 Utah St.,20.7385,58.4724,20.7891,18.099,53.7279,28.173
7926,2002 UTEP,24.0,55.8118,20.1882,24.1778,49.1556,26.6667
7927,2002 UTSA,25.572,48.7214,25.7066,21.4695,54.4847,24.0458
7928,2002 Valparaiso,19.9513,47.9319,32.1168,18.2032,51.1759,30.6209
7929,2002 Vanderbilt,18.6026,44.4541,36.9432,21.4317,52.1777,26.3907
7930,2002 VCU,21.1952,51.5907,27.2141,22.1467,52.7174,25.1359
7931,2002 Vermont,19.3504,55.5352,25.1144,16.103,57.2438,26.6532
7932,2002 Villanova,22.4625,52.7802,24.7573,19.7077,48.4677,31.8246
7933,2002 Virginia,22.0104,56.9324,21.0572,19.8236,54.9675,25.2089
7934,2002 Virginia Tech,19.9177,50.1287,29.9537,22.6425,48.3106,29.0469
7935,2002 VMI,18.5714,51.746,29.6825,22.2484,55.8796,21.8721
7936,2002 Wagner,17.7392,55.7155,26.5453,19.928,59.8291,20.2429
7937,2002 Wake Forest,19.6128,54.5715,25.8157,18.6641,52.5954,28.7405
7938,2002 Washington,21.3858,53.0409,25.5733,22.2068,55.217,22.5762
7939,2002 Washington St.,22.4737,49.8947,27.6316,19.1244,55.8525,25.023
7940,2002 Weber St.,22.9914,50.0253,26.9833,21.4513,50.1059,28.4428
7941,2002 West Virginia,19.5876,56.5979,23.8144,19.897,52.1536,27.9494
7942,2002 Western Carolina,22.3757,52.2652,25.3591,19.7717,50.96,29.2683
7943,2002 Western Illinois,21.1093,48.6807,30.21,22.9325,51.3445,25.723
7944,2002 Western Kentucky,18.3566,47.028,34.6154,19.939,55.0356,25.0254
7945,2002 Western Michigan,19.6736,47.6881,32.6383,22.7901,53.5912,23.6188
7946,2002 Wichita St.,24.6569,48.0329,27.3102,20.6833,46.9067,32.41
7947,2002 William & Mary,20.2618,49.1747,30.5635,23.1135,50.4485,26.438
7948,2002 Winthrop,21.8191,50.5876,27.5933,23.4796,50.661,25.8593
7949,2002 Wisconsin,21.9748,48.1123,29.9129,16.9201,56.0078,27.0721
7950,2002 Wofford,19.5184,53.4854,26.9962,21.9416,54.321,23.7374
7951,2002 Wright St.,21.6085,46.124,32.2674,16.2544,56.6381,27.1075
7952,2002 Wyoming,25.4578,56.9897,17.5525,22.3084,50.9214,26.7701
7953,2002 Xavier,24.4281,50.0647,25.5071,16.5252,58.6121,24.8627
7954,2002 Yale,23.0969,48.0969,28.8062,23.0023,51.0855,25.9122
7955,2002 Youngstown St.,24.1662,52.3113,23.5225,18.8392,53.7137,27.4471
7956,2022 Abilene Christian,23.3079526226734,48.9001692047377,27.7918781725888,25.438202247191,44.7640449438202,29.7977528089888
7957,2022 Air Force,14.6028037383178,48.9485981308411,36.4485981308411,22.2976501305483,54.2036553524804,23.4986945169713
7958,2022 Akron,20.6269877328487,46.2517037710132,33.1213084961381,15.8357771260997,52.4926686217009,31.6715542521994
7959,2022 Alabama,18.9096454441479,46.2066336256195,34.8837209302326,19.9762187871581,50.8917954815696,29.1319857312723
7960,2022 Alabama A&M,22.4633749321758,58.4915897992404,19.0450352685838,17.4626865671642,49.2537313432836,33.2835820895522
7961,2022 Alabama St.,21.4113098115031,51.6191396810053,26.9695505074915,19.673577415086,50.5513895015439,29.7750330833701
7962,2022 Albany,16.0146061554512,55.5033907146583,28.4820031298905,18.462291870715,48.4818805093046,33.0558276199804
7963,2022 Alcorn St.,19.6728558797524,56.0565870910699,24.2705570291777,20.5626810095159,50.6412908564336,28.7960281340505
7964,2022 American,15.1649433776465,61.0536681437715,23.781388478582,15.8149779735683,56.0352422907489,28.1497797356828
7965,2022 Appalachian St.,15.9584980237154,46.2450592885375,37.796442687747,14.1304347826087,54.1501976284585,31.7193675889328
7966,2022 Arizona,18.8606372706791,53.4277438043128,27.711618925008,15.4487688641779,52.0254169976172,32.5258141382049
7967,2022 Arizona St.,12.9748396645289,55.3527380365072,31.672422298964,20.10556621881,46.9289827255278,32.9654510556622
7968,2022 Arkansas,22.5266903914591,52.5978647686833,24.8754448398576,19.7071626434507,48.3577364463791,31.9351009101702
7969,2022 Arkansas Pine Bluff,20.339883165162,48.7519915029209,30.9081253319172,18.4782608695652,58.1739130434783,23.3478260869565
7970,2022 Arkansas St.,20.6570155902004,55.1224944320713,24.2204899777283,16.7597765363128,55.0837988826816,28.1564245810056
7971,2022 Army,17.373939091363,54.618072890664,28.007988017973,12.9186602870813,50.3349282296651,36.7464114832536
7972,2022 Auburn,18.796992481203,50.3007518796992,30.9022556390977,22.144420131291,48.3150984682713,29.5404814004376
7973,2022 Austin Peay,16.2625665286813,46.836191602602,36.9012418687167,19.1978609625668,52.4064171122995,28.3957219251337
7974,2022 BYU,15.9212146081247,52.6877308165778,31.3910545752975,18.2616330114135,52.5021949078139,29.2361720807726
7975,2022 Ball St.,20.5497972059486,45.2456061288869,34.2045966651645,18.3462532299742,45.2196382428941,36.4341085271318
7976,2022 Baylor,16.0748377243223,52.5391370752195,31.3860252004582,16.9421487603306,54.5454545454545,28.5123966942149
7977,2022 Bellarmine,13.3942161339422,51.7503805175038,34.855403348554,16.3485070974058,45.6191874694077,38.0323054331865
7978,2022 Belmont,14.6272285251216,52.6742301458671,32.6985413290113,14.3250688705234,50.6887052341598,34.9862258953168
7979,2022 Bethune Cookman,17.7606177606178,58.9078874793161,23.3314947600662,20.2933985330073,51.5403422982885,28.1662591687042
7980,2022 Binghamton,13.7055837563452,53.4686971235195,32.8257191201354,17.0111287758347,51.8282988871224,31.1605723370429
7981,2022 Boise St.,18.4267709691438,49.8913515862668,31.6818774445893,16.2083936324168,55.8610709117221,27.9305354558611
7982,2022 Boston College,17.8813942960616,56.3150746944319,25.8035310095066,18.5053380782918,49.7330960854093,31.7615658362989
7983,2022 Boston University,17.1488469601677,51.1530398322851,31.6981132075472,17.2443674176776,55.4592720970537,27.2963604852686
7984,2022 Bowling Green,19.5748449955713,50.132860938884,30.2922940655447,17.6939203354298,46.7085953878407,35.5974842767296
7985,2022 Bradley,15.4801720019111,51.122790253225,33.3970377448638,19.3350383631714,49.2071611253197,31.457800511509
7986,2022 Brown,18.1721004810262,51.2025654730091,30.6253340459647,18.4389732844421,50.6024096385542,30.9586170770037
7987,2022 Bryant,19.4526315789474,48.5894736842105,31.9578947368421,15.4315605928509,55.536181342633,29.0322580645161
7988,2022 Bucknell,17.0399648660518,49.6267018006148,33.3333333333333,13.7741046831956,51.8693427784337,34.3565525383707
7989,2022 Buffalo,15.0635208711434,53.3575317604356,31.5789473684211,17.8068898592916,55.992236778263,26.2008733624454
7990,2022 Butler,18.1074168797954,49.5140664961637,32.3785166240409,17.8962398857687,52.8319847691575,29.2717753450738
7991,2022 Cal Baptist,20.0562324273664,45.6419868791003,34.3017806935333,19.5794392523364,53.6448598130841,26.7757009345794
7992,2022 Cal Poly,22.3241590214067,51.2538226299694,26.4220183486239,22.4344978165939,45.6331877729258,31.9323144104803
7993,2022 Cal St. Bakersfield,19.1585760517799,63.1715210355987,17.6699029126214,25.9501187648456,42.874109263658,31.1757719714964
7994,2022 Cal St. Fullerton,21.4667314230209,54.4924720738222,24.0407965031569,14.9096385542169,51.2048192771084,33.8855421686747
7995,2022 Cal St. Northridge,18.5731132075472,56.8396226415094,24.5872641509434,21.0737581535374,50.1756146512795,28.7506271951831
7996,2022 California,16.402378592666,57.581764122894,26.01585728444,20.1040681173132,52.5070955534532,27.3888363292337
7997,2022 Campbell,14.7286821705426,54.144305307096,31.1270125223614,15.0635208711434,51.1796733212341,33.7568058076225
7998,2022 Canisius,18.7919463087248,49.568552253116,31.6395014381592,18.4608540925267,58.1850533807829,23.3540925266904
7999,2022 Central Arkansas,15.3398058252427,57.2815533980583,27.378640776699,16.4179104477612,54.228855721393,29.3532338308458
8000,2022 Central Connecticut,18.3105715730905,46.0293373798685,35.660091047041,16.2045060658579,51.2998266897747,32.4956672443674
8001,2022 Central Michigan,18.0990899898888,46.7138523761375,35.1870576339737,19.3157210913816,47.0333477695972,33.6509311390212
8002,2022 Charleston,18.0655475619504,50.7593924860112,31.1750599520384,20.9730171708913,51.1856091578087,27.8413736713001
8003,2022 Charleston Southern,17.2259507829978,45.8612975391499,36.9127516778523,17.0675300647549,52.5439407955597,30.3885291396855
8004,2022 Charlotte,17.3192077383694,50.4836480884385,32.1971441731921,16.1684782608696,52.445652173913,31.3858695652174
8005,2022 Chattanooga,16.304347826087,52.0903010033445,31.6053511705686,16.3038443723946,52.7095877721167,30.9865678554887
8006,2022 Chicago St.,17.3125314544539,45.9989934574736,36.6884750880725,20.672268907563,47.3109243697479,32.0168067226891
8007,2022 Cincinnati,17.5225225225225,47.4774774774775,35.0,21.6611609249646,53.4214252005663,24.9174138744691
8008,2022 Clemson,17.2792564427545,50.2746092099704,32.446134347275,18.282425852147,46.6578131916777,35.0597609561753
8009,2022 Cleveland St.,18.6003683241252,56.2615101289134,25.1381215469613,20.9223300970874,45.7281553398058,33.3495145631068
8010,2022 Coastal Carolina,17.8163771712159,50.9181141439206,31.2655086848635,15.9916926272066,46.3136033229491,37.6947040498442
8011,2022 Colgate,14.1231855629659,46.6849744998038,39.1918399372303,14.2235754675946,54.1974771639843,31.5789473684211
8012,2022 Colorado,20.6396588486141,50.319829424307,29.0405117270789,16.9064748201439,51.5287769784173,31.5647482014388
8013,2022 Colorado St.,17.2839506172839,50.7544581618656,31.9615912208505,15.4659949622166,48.2619647355164,36.272040302267
8014,2022 Columbia,14.4144144144144,52.2522522522523,33.3333333333333,14.443885254152,47.8107700050327,37.7453447408153
8015,2022 Connecticut,18.7930336168489,51.4378290805994,29.7691373025516,19.1647331786543,50.4872389791183,30.3480278422274
8016,2022 Coppin St.,20.4481792717087,41.1764705882353,38.375350140056,16.8619246861925,46.1087866108787,37.0292887029289
8017,2022 Cornell,17.4863387978142,45.792349726776,36.7213114754098,17.3318753417168,49.5352651722253,33.132859486058
8018,2022 Creighton,16.3088356729975,54.5829892650702,29.1081750619323,14.4148020654045,55.5077452667814,30.0774526678141
8019,2022 Dartmouth,16.4890282131661,44.3887147335423,39.1222570532915,16.6155732679338,52.1152667075414,31.2691600245248
8020,2022 Davidson,18.0414465664364,46.9727752945957,34.9857781389679,17.2477064220184,45.8715596330275,36.8807339449541
8021,2022 Dayton,16.1782913743293,55.4684275691292,28.3532810565415,15.3989734017732,51.9832011199253,32.6178254783014
8022,2022 DePaul,19.1901408450704,53.8732394366197,26.9366197183099,16.6666666666667,52.9043789097408,30.4289544235925
8023,2022 Delaware,19.4017784963622,50.767987065481,29.8302344381568,18.2007496876302,50.3123698458975,31.4868804664723
8024,2022 Delaware St.,19.5379537953795,52.1452145214521,28.3168316831683,19.0928270042194,41.6666666666667,39.2405063291139
8025,2022 Denver,17.4693106704438,51.3692162417375,31.1614730878187,18.5465893892109,47.347302719572,34.1061078912171
8026,2022 Detroit Mercy,14.461994076999,41.5597235932873,43.9782823297137,16.7151162790698,49.7093023255814,33.5755813953488
8027,2022 Dixie St.,20.1305767138194,51.4689880304679,28.4004352557127,17.6241480038948,52.8724440116845,29.5034079844206
8028,2022 Drake,16.8205539943798,55.9614612605379,27.2179847450823,19.9824330259113,49.7145366710584,30.3030303030303
8029,2022 Drexel,14.7834743653559,55.3509208561473,29.8656047784968,15.3258655804481,57.6374745417515,27.0366598778004
8030,2022 Duke,15.9513132607303,54.4522741832159,29.5964125560538,12.2587968217934,57.6617480136209,30.0794551645857
8031,2022 Duquesne,14.5705521472393,56.7484662576687,28.680981595092,12.5794732061762,56.4940962761126,30.9264305177112
8032,2022 East Carolina,21.1342704798837,46.1463887542414,32.7193407658749,17.6221804511278,46.9924812030075,35.3853383458647
8033,2022 East Tennessee St.,12.8531073446328,49.7175141242938,37.4293785310734,14.8907103825137,46.7213114754098,38.3879781420765
8034,2022 Eastern Illinois,18.3608640406607,49.8094027954257,31.8297331639136,13.3816425120773,50.8212560386473,35.7971014492754
8035,2022 Eastern Kentucky,13.8643067846608,42.1828908554572,43.952802359882,15.4997585707388,52.6315789473684,31.8686624818928
8036,2022 Eastern Michigan,17.781007751938,54.4573643410853,27.7616279069767,16.7029143105698,51.8486298390605,31.4484558503697
8037,2022 Eastern Washington,19.0278354798504,45.3676776069796,35.5213959285418,19.0950601909506,47.4055624740556,33.4993773349938
8038,2022 Elon,16.1455663762173,46.6427473090723,37.2116863147104,24.5291685806155,45.8429030776298,29.6279283417547
8039,2022 Evansville,15.767878077374,42.9073856975381,41.3247362250879,16.8604651162791,54.3604651162791,28.7790697674419
8040,2022 FIU,14.868804664723,44.8979591836735,40.2332361516035,18.3844011142061,49.3036211699164,32.3119777158774
8041,2022 Fairfield,15.9229685298262,50.8219821512447,33.2550493189291,18.5202639019793,57.3044297832234,24.1753063147974
8042,2022 Fairleigh Dickinson,17.5057208237986,51.9450800915332,30.5491990846682,18.1243926141885,53.7414965986395,28.134110787172
8043,2022 Florida,20.0416666666667,46.3333333333333,33.625,17.6470588235294,55.8160106147722,26.5369305616984
8044,2022 Florida A&M,18.6059584035975,60.4834176503654,20.9106239460371,21.3360952874158,48.990160538581,29.6737441740031
8045,2022 Florida Atlantic,16.23519087319,48.8810881965774,34.8837209302326,17.9355441382532,51.9383465670248,30.1261092947221
8046,2022 Florida Gulf Coast,15.7679738562092,45.016339869281,39.2156862745098,13.9807450816241,52.9928840519046,33.0263708664713
8047,2022 Florida St.,17.9463880054521,53.7028623353021,28.3507496592458,17.1300448430493,45.7399103139013,37.1300448430493
8048,2022 Fordham,19.1016548463357,47.2813238770686,33.6170212765957,17.7351427234441,54.4688816097333,27.7959756668226
8049,2022 Fresno St.,17.9220779220779,50.3896103896104,31.6883116883117,16.5947242206235,47.8657074340528,35.5395683453237
8050,2022 Furman,13.6796193497224,41.2371134020619,45.0832672482157,14.8458149779736,54.625550660793,30.5286343612335
8051,2022 Gardner Webb,16.657824933687,50.7161803713528,32.6259946949602,22.8790366721401,47.071702244116,30.0492610837438
8052,2022 George Mason,16.0226201696513,44.3920829406221,39.5852968897267,17.9474708171206,46.011673151751,36.0408560311284
8053,2022 George Washington,15.6509019990249,53.0472940029254,31.3018039980497,17.4828375286041,56.0183066361556,26.4988558352403
8054,2022 Georgetown,18.9324817518248,48.6313868613139,32.4361313868613,15.7453936348409,48.0737018425461,36.1809045226131
8055,2022 Georgia,22.515666965085,49.9552372426141,27.5290957923008,13.6544585987261,52.3089171974522,34.0366242038217
8056,2022 Georgia Southern,18.1378476420798,54.6553808948005,27.2067714631197,20.3071672354949,47.4402730375427,32.2525597269625
